Job Title,URL,Company Name,Work Mode,Experience Required,Salary,Location,Post Rating,No. of Reviews,Post Age,Job Openings,No. of Applicants,Role Name,Industry Type,Department,Employment Type,Role Category,UG Requirements,PG Requirements,Skills Required
Research Analyst,https://www.naukri.com/job-listings-research-analyst-picknpaper-kolkata-0-to-3-years-140923500137,Picknpaper,Work From Office,0 - 3 years,Not Disclosed,Kolkata,,,30+ days ago,1,400,Research & Development - Other,Advertising & Marketing,Research & Development,"Full Time, Permanent",Research & Development - Other,Any Graduate,Any Postgraduate,"Economics, Business studies, Business strategy, Management, Research Analyst, Secondary research"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-arcgate-udaipur-0-to-3-years-120123501514,Arcgate,Work From Office,0 - 3 years,Not Disclosed,Udaipur,3.6,234 Reviews,30+ days ago,1,838,Other,BPO / Call Centre,Other,"Full Time, Permanent",Other,Any Graduate,Any Postgraduate,Research Analyst
Research Analyst,https://www.naukri.com/job-listings-research-analyst-skills-art-and-beyond-bhopal-0-to-3-years-100623500079,Skills Art And Beyond,Work From Office,0 - 3 years,Not Disclosed,Bhopal,2.8,3 Reviews,30+ days ago,1,365,Other,NGO / Social Services / Industry Associations,Other,"Full Time, Permanent",Other,Any Graduate,Any Postgraduate,"Natural resource management, Literature, Report writing, Consulting, Data analytics, HR, MS Office, Research Analyst"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-pga-labs-new-delhi-0-to-1-years-090224500606,PGA Labs,Work From Office,0 - 1 years,Not Disclosed,New Delhi,2.2,3 Reviews,30+ days ago,1,458,Research Associate / Engineer,Management Consulting,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Any Postgraduate,"Industry research, Interpersonal skills, Sales, Networking, Focus, Consulting, Workflow, Research Analyst, Research Associate, Advisory"
Research analyst,https://www.naukri.com/job-listings-research-analyst-janes-bengaluru-0-to-3-years-060324501503,Janes,Work From Office,0 - 3 years,Not Disclosed,Bengaluru,2.7,28 Reviews,30+ days ago,1,543,Research Associate / Engineer,Defence & Aerospace,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Any Postgraduate,"Electrical engineering, Training, Analyst, Data analysis, Primary research, Subject matter expertise, Research, Management, Quality analysis, Research Analyst"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-sampadha-hyderabad-0-to-3-years-030723501892,Sampadha,Work From Office,0 - 3 years,Not Disclosed,Hyderabad,3.7,3 Reviews,30+ days ago,1,981,Financial Analyst,Financial Services,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"Financial markets, IRDA, financial products, Financial planning, Research, Management, Research Analyst, SEBI"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-cashaly-gurugram-0-to-4-years-030624501604,Cashaly,Work From Office,0 - 4 years,Not Disclosed,Gurugram,,,19 days ago,1,1081,Research & Development - Other,Printing & Publishing,Research & Development,"Full Time, Permanent",Research & Development - Other,Any Graduate,Any Postgraduate,Research Analyst
Research Analyst,https://www.naukri.com/job-listings-research-analyst-eninrac-consulting-noida-0-to-0-years-030424501125,Eninrac Consulting,Work From Office,0 years,Not Disclosed,Noida,,,30+ days ago,1,652,Research & Development - Other,Analytics / KPO / Research,Research & Development,"Full Time, Permanent",Research & Development - Other,Any Graduate,Any Postgraduate,"Renewable energy, Analytical, Consulting, Transition, Research, Research Analyst, Operations, Internship, Secondary research, Business operations"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-cc-commodity-info-services-llp-mumbai-0-to-3-years-020615500058,commoditiescontrol,Work From Office,0 - 3 years,Not Disclosed,Mumbai,,,30+ days ago,1,758,Healthcare & Life Sciences - Other,Internet,Healthcare & Life Sciences,"Full Time, Permanent",Healthcare & Life Sciences - Other,Any Graduate,Any Postgraduate,Research Analyst
Research Analyst,https://www.naukri.com/job-listings-research-analyst-cc-commodity-info-services-llp-mumbai-0-to-2-years-010615502960,commoditiescontrol,Work From Office,0 - 2 years,Not Disclosed,Mumbai,,,30+ days ago,1,545,Strategic Management - Other,Internet,Strategic & Top Management,"Full Time, Permanent",Strategic Management,Any Graduate,Any Postgraduate,Research Analyst
Research Analyst,https://www.naukri.com/job-listings-research-analyst-nicco-ventures-limited-kolkata-0-to-2-years-010216504406,Nicco Ventures,Work From Office,0 - 2 years,Not Disclosed,Kolkata,5.0,3 Reviews,30+ days ago,1,177,Research Associate / Engineer,Recruitment / Staffing,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Post Graduation Not Required,"insurance sales, research analyst, client interaction, networking, handling, pharma, manpower, non it, sales"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-numino-labs-south-goa-1-to-3-years-030624003956,Numino Labs,Work From Office,1 - 3 years,Not Disclosed,South Goa,3.6,11 Reviews,2 days ago,1,10,Market Research Executive,IT Services & Consulting,Marketing & Communication,"Full Time, Permanent",Market Research & Insights,Any Graduate,,"Market Research, Data Analysis, IT market Research"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-market-industry-reports-pune-2-to-5-years-121220500516,Market Industry Reports,Work From Office,2 - 5 years,Not Disclosed,Pune,,,30+ days ago,1,2012,Business Development Manager (BDM),Analytics / KPO / Research,Sales & Business Development,"Full Time, Permanent",BD / Pre Sales,Any Graduate,Post Graduation Not Required,"Aerospace, Data collection, Healthcare, Market research, ICT, Secondary research, Monitoring, Automotive, Data extraction, Quantitative analysis"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-wolters-kluwer-medknow-publications-kalyani-pune-6-to-9-years-160424500472,Wolters Kluwer - Medknow Publications,Work From Office,6 - 9 years,Not Disclosed,"Kalyani, Pune",,,30+ days ago,1,81,Due Diligence,Printing & Publishing,Legal & Regulatory,"Full Time, Permanent",Legal Operations,Any Graduate,Any Postgraduate,"Administration, Analyst, Content management, Front end, FTP, Machine learning, Research Analyst, Financial services, Monitoring, SQL"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-green-leaf-consultants-mumbai-all-areas-5-to-10-years-110624004316,Green Leaf Consultants,Work From Office,5 - 10 years,15-22.5 Lacs P.A. ,Mumbai (All Areas),,,12 days ago,1,392,Research Analyst,NBFC,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",PG: CA in Any Specialization,,Research Analysis
Research Analyst,https://www.naukri.com/job-listings-research-analyst-franklin-templeton-international-chennai-3-to-10-years-140324500487,Franklin Templeton,Work From Office,3 - 10 years,Not Disclosed,Chennai,4.2,642 Reviews,30+ days ago,1,685,Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,"MBA/PGDM in Marketing, CA in CA","Wealth management, Equity research, Capital goods, FMCG, Asset management, Medical insurance, Research Analyst, Equity Research Analyst, Investment, Retail business"
Analyst - Catalyst Research,https://www.naukri.com/job-listings-analyst-catalyst-research-mg-global-mumbai-1-to-4-years-070624501294,MG Global,Work From Office,1 - 4 years,Not Disclosed,Mumbai,3.6,4 Reviews,15 days ago,1,83,Business Analyst,Banking,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Business transformation, Focus, Management consulting, Database, Actuarial, Data quality, Customer service, Research, Information technology, Auditing"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-infledge-infotech-pvt-ltd-bhopal-1-to-6-years-050822500709,Infledge Infotech,Work From Office,1 - 6 years,Not Disclosed,Bhopal,5.0,2 Reviews,30+ days ago,1,166,Software Development - Other,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,Any Graduate,Any Postgraduate,"Product quality, android application, QA, Usage, Research, Vendor, Troubleshooting, Research Analyst"
"Research Analyst, Innovation",https://www.naukri.com/job-listings-research-analyst-innovation-ipsos-research-private-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-080424500393,Ipsos,Work From Office,1 - 4 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.4,231 Reviews,30+ days ago,1,1577,Research & Development - Other,Analytics / KPO / Research,Research & Development,"Full Time, Permanent",Research & Development - Other,Any Graduate,Any Postgraduate,"Product Development, Technology Assessment, Competitive Intelligence, Innovation Strategy, Trend Analysis, Market Research"
Senior Research Analyst - ICT,https://www.naukri.com/job-listings-senior-research-analyst-ict-databridge-market-research-private-limited-pune-3-to-5-years-041021500454,Data Bridge (DBMR),Work From Office,3 - 5 years,Not Disclosed,Pune,2.6,104 Reviews,30+ days ago,1,650,Technical Support - Non Voice,IT Services & Consulting,Customer Success Service & Operations,"Full Time, Permanent",Non Voice,B.Tech/B.E. in Production/Industrial,"Any Postgraduate, M.Tech in Electronics/Telecommunication","Computer science, Publishing, Networking, Analytical, Consulting, Market research, ICT, Client acquisition, Research Analyst, Forecasting"
ESG Sovereign Research Analyst,https://www.naukri.com/job-listings-esg-sovereign-research-analyst-institutional-shareholder-services-inc-mumbai-1-to-2-years-020524500126,Institutional Shareholder Services,Work From Office,1 - 2 years,Not Disclosed,Mumbai,3.9,82 Reviews,30+ days ago,1,150,Equity Research Analyst,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Corporate governance, Diversity and Inclusion, Finance, ISS, Asset management, Research, Process enhancement, MS Office, Research Analyst, Quality management"
Alternative Research - Analyst,https://www.naukri.com/job-listings-alternative-research-analyst-institutional-shareholder-services-inc-mumbai-2-to-3-years-020524500121,Institutional Shareholder Services,Work From Office,2 - 3 years,Not Disclosed,Mumbai,3.9,82 Reviews,30+ days ago,1,120,Equity Research Analyst,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Corporate governance, Diversity and Inclusion, Finance, ISS, Research, Process enhancement, Research Analyst, MS Office, Private equity, Quality management"
ESG Research Analyst (Norm-Based Research),https://www.naukri.com/job-listings-esg-research-analyst-norm-based-research-institutional-shareholder-services-inc-mumbai-1-to-3-years-020524500125,Institutional Shareholder Services,Work From Office,1 - 3 years,Not Disclosed,Mumbai,3.9,82 Reviews,30+ days ago,1,182,Financial Analyst,Financial Services,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"Team management, Environmental science, Corporate governance, Analytical, Process improvement, Diversity and Inclusion, ISS, Environment protection"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-sapling-creations-kozhikode-1-to-6-years-030822501184,Sapling Creations,Work From Office,1 - 6 years,Not Disclosed,Kozhikode,4.6,3 Reviews,30+ days ago,1,211,Business Analyst,Internet,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Data management, Communication management, Data modeling, Analytical, Analytical research, Customer retention, Research Analyst, Marketing communication, Business operations, Testing"
Analyst - Catalyst Research,https://www.naukri.com/job-listings-analyst-catalyst-research-m-amp-amp-amp-g-plc-mumbai-0-to-3-years-050624500089,M&amp;amp;amp;G plc,Work From Office,0 - 3 years,Not Disclosed,Mumbai,4.4,12 Reviews,18 days ago,1,472,Business Analyst,Banking,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Business transformation, Focus, Management consulting, Database, Actuarial, Data quality, Customer service, Research, Information technology, Auditing"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-boi-axa-mumbai-2-to-3-years-120124500808,BOI Axa Mf,Work From Office,2 - 3 years,Not Disclosed,Mumbai,5.0,2 Reviews,30+ days ago,1,699,Equity Research Analyst,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,"CA in CA, MBA/PGDM in Any Specialization","SIDE, Equity research, Investment research, Research Analyst, Financial modelling, Business valuation, Financial services, Investment, CFA"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-ipsos-research-private-ltd-bengaluru-2-to-4-years-290324501440,Ipsos,Work From Office,2 - 4 years,Not Disclosed,Bengaluru,3.4,231 Reviews,30+ days ago,1,517,Research & Development - Other,Analytics / KPO / Research,Research & Development,"Full Time, Permanent",Research & Development - Other,Any Graduate,Any Postgraduate,"Quantitative Analysis, Qualitative Analysis, Research Analysis, Data Analysis, Data Collection, Market Research"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-ipsos-research-private-ltd-mumbai-bengaluru-2-to-4-years-190324501354,Ipsos,Work From Office,2 - 4 years,Not Disclosed,"Mumbai, Bengaluru",3.4,231 Reviews,30+ days ago,1,540,Research & Development - Other,Analytics / KPO / Research,Research & Development,"Full Time, Permanent",Research & Development - Other,Any Graduate,Any Postgraduate,"Data Analysis, Data Collection, Qualitative Research, Trend Analysis, Statistical Analysis, Market Research, Quantitative Research, Report Writing"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-coleda-private-limited-pune-1-to-6-years-150424500644,Coleda B2b,Work From Office,1 - 6 years,Not Disclosed,Pune,3.0,18 Reviews,30+ days ago,1,900,Business Analyst,Advertising & Marketing,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Mining, Content strategy, Data analysis, Networking, Email marketing, Data management, Data collection, Market research, Data mining, Secondary research"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-stats-and-research-pune-1-to-6-years-290323500831,Stats And Research,Work From Office,1 - 6 years,Not Disclosed,Pune,2.6,4 Reviews,30+ days ago,1,442,Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Web analytics, Business research, Competitive analysis, Analytical, Data collection, Market research, MS Office, Research analysis, Secondary research, Swot analysis"
Wealth Management / Research analyst,https://www.naukri.com/job-listings-wealth-management-research-analyst-grafx-creative-hub-llp-pune-1-to-3-years-280524010124,Grafx Creative Hub Llp,Work From Office,1 - 3 years,Not Disclosed,Pune,,,25 days ago,10,552,BFSI Investments & Trading - Other,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","BFSI, Investments & Trading - Other",Any Graduate,Any Postgraduate,"Portfolio Management, Private Equity / Venture Capitalist, Financial Advisory, Venture Capital, Investment Products, Private Equity, Mutual Funds, PMS, Equity, insurance etc, Investment Advisory, swing call"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-research-allied-pune-1-to-6-years-211222503027,Research Allied,Work From Office,1 - 6 years,Not Disclosed,Pune,3.1,11 Reviews,30+ days ago,1,1352,Data Analyst,Analytics / KPO / Research,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Web analytics, Business research, Competitive analysis, Analytical, Data collection, Market research, MS Office, Research analysis, Secondary research, Swot analysis"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-bizrak-web-solutions-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-5-years-090419500304,Bizrak Web Solutions,Work From Office,2 - 5 years,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3.9,8 Reviews,30+ days ago,1,874,Public Relations,Advertising & Marketing,Marketing & Communication,"Full Time, Permanent",Corporate Communication,Any Graduate,Post Graduation Not Required,"Time management, Marketing campaigns, Digital marketing, Research Analyst"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-hexagon-capital-advisors-pvt-ltd-surat-2-to-7-years-280823501923,Hexagon Capital Advisors,Work From Office,2 - 7 years,Not Disclosed,Surat,4.0,2 Reviews,30+ days ago,1,234,Equity Research Analyst,Education / Training,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Economics, NISM, Head Business Development, Investment strategies, Research Analyst, Statistics, Monitoring, CFA"
Research Analyst,https://www.naukri.com/job-listings-research-analyst-banyan-tree-capital-advisory-services-mumbai-bengaluru-1-to-3-years-200923500399,Banyan Tree Capital Advisory Services,Work From Office,1 - 3 years,Not Disclosed,"Mumbai, Bengaluru",,,30+ days ago,1,1359,Equity Research Analyst,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,"MBA/PGDM in Any Specialization, CA in CA","Financial statements, Excel, Equity research, Analytical, Business Economics, Management, Research Analyst, Financial modelling, Portfolio management, CFA"
Research Analysts— Pune Full time,https://www.naukri.com/job-listings-research-analysts-pune-full-time-maxim-research-private-limited-pune-2-to-5-years-010917500604,Maxim Research,Work From Office,2 - 5 years,Not Disclosed,Pune,4.1,4 Reviews,30+ days ago,1,1212,Equity Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,MBA/PGDM in Any Specialization,"Due diligence, Capital IQ, Bloomberg, top, Equity research, Analytical, Time, Management, Business Executive"
